epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,2824.3,1.08416,0.51345,1.10667,0.98569,0.9874,0.99419,0.72436,1.06955,0.42547,1.09726,0.00985711,0.00985711,0.00985711
25,2943.89,1.07426,0.50702,1.08942,0.99036,0.99011,0.99392,0.72143,1.08698,0.43852,1.09687,0.00984449,0.00984449,0.00984449
26,3062.87,1.06789,0.49997,1.09401,0.98259,0.9874,0.99328,0.72141,1.0605,0.42834,1.09422,0.00983133,0.00983133,0.00983133
27,3183.3,1.06493,0.49627,1.09515,0.99093,0.98443,0.99427,0.73515,1.04396,0.4307,1.10262,0.00981765,0.00981765,0.00981765
28,3305.3,1.0764,0.50238,1.10772,0.98668,0.9885,0.99443,0.73804,1.05804,0.42596,1.09079,0.00980345,0.00980345,0.00980345
29,3427.6,1.06936,0.49521,1.08745,0.98515,0.9874,0.99365,0.73045,1.05939,0.41902,1.08172,0.00978873,0.00978873,0.00978873
30,3548.61,1.06626,0.49397,1.08687,0.98816,0.99007,0.9941,0.73406,1.05922,0.42065,1.08506,0.00977349,0.00977349,0.00977349
31,3667.93,1.05,0.48122,1.08406,0.98546,0.98592,0.99391,0.73782,1.0528,0.42666,1.07859,0.00975773,0.00975773,0.00975773
32,3788.13,1.05829,0.48507,1.08052,0.98468,0.98814,0.99427,0.73187,1.04727,0.41008,1.08118,0.00974145,0.00974145,0.00974145
33,3910.29,1.05284,0.48696,1.07791,0.98684,0.9911,0.9944,0.72968,1.04633,0.41466,1.07491,0.00972466,0.00972466,0.00972466
34,4029.9,1.04756,0.48114,1.07524,0.98565,0.98666,0.99386,0.73125,1.05408,0.42069,1.07681,0.00970736,0.00970736,0.00970736
35,4150.4,1.0409,0.47443,1.07198,0.98669,0.98899,0.99391,0.72785,1.05563,0.40724,1.07076,0.00968955,0.00968955,0.00968955
36,4271.22,1.03959,0.47548,1.06876,0.98951,0.99259,0.9946,0.73948,1.04823,0.40286,1.0814,0.00967122,0.00967122,0.00967122
37,4390.95,1.04231,0.47452,1.07529,0.98699,0.98962,0.99438,0.73571,1.04591,0.41363,1.08211,0.00965239,0.00965239,0.00965239
38,4511.97,1.03746,0.47024,1.06951,0.98738,0.98517,0.99387,0.73458,1.03973,0.40377,1.08013,0.00963306,0.00963306,0.00963306
39,4631.69,1.03524,0.47256,1.06742,0.98378,0.98896,0.99418,0.74293,1.05189,0.40728,1.06882,0.00961322,0.00961322,0.00961322
40,4751.76,1.03177,0.4638,1.06517,0.98664,0.98888,0.99357,0.74064,1.04788,0.39595,1.06338,0.00959289,0.00959289,0.00959289
41,4871.39,1.02947,0.46172,1.06589,0.99022,0.98814,0.99411,0.73487,1.05575,0.39775,1.07196,0.00957205,0.00957205,0.00957205
42,4993.24,1.03221,0.46758,1.05944,0.98891,0.99137,0.99443,0.73982,1.04303,0.39595,1.06687,0.00955072,0.00955072,0.00955072
43,5113.53,1.02282,0.46377,1.0589,0.98306,0.98962,0.99438,0.73382,1.04045,0.39563,1.07148,0.00952889,0.00952889,0.00952889
44,5232.58,1.03426,0.46013,1.06462,0.98599,0.9913,0.99458,0.74473,1.0383,0.38798,1.05988,0.00950658,0.00950658,0.00950658
45,5352.88,1.02485,0.4567,1.06207,0.98853,0.98962,0.99414,0.74447,1.0369,0.39074,1.07273,0.00948377,0.00948377,0.00948377
46,5476.62,1.0251,0.45421,1.06517,0.99113,0.99403,0.99461,0.73266,1.03977,0.3887,1.05995,0.00946048,0.00946048,0.00946048
47,5597.23,1.02404,0.4558,1.06099,0.98538,0.99259,0.99443,0.73553,1.04112,0.38882,1.06121,0.00943671,0.00943671,0.00943671
48,5716.78,1.02734,0.45478,1.06276,0.99079,0.99259,0.9941,0.74153,1.04224,0.38734,1.07004,0.00941245,0.00941245,0.00941245
49,5836.96,1.01898,0.4533,1.06121,0.98595,0.9887,0.99449,0.74263,1.03893,0.38351,1.06615,0.00938772,0.00938772,0.00938772
50,5956.64,1.01338,0.44653,1.06014,0.98953,0.98666,0.9941,0.7513,1.02682,0.37299,1.05513,0.00936251,0.00936251,0.00936251
51,6076.18,1.01914,0.44754,1.0559,0.98742,0.98926,0.99367,0.7417,1.03109,0.37617,1.05719,0.00933683,0.00933683,0.00933683
52,6196.42,1.01465,0.44823,1.05107,0.98596,0.98939,0.99286,0.73789,1.026,0.38317,1.06125,0.00931067,0.00931067,0.00931067
53,6315.71,1.01716,0.45083,1.05671,0.98532,0.99537,0.99437,0.74282,1.03835,0.3767,1.05457,0.00928405,0.00928405,0.00928405
54,6435.96,1.01679,0.44461,1.05998,0.98872,0.99036,0.99463,0.7367,1.04227,0.38263,1.07398,0.00925697,0.00925697,0.00925697
55,6556.36,1.01299,0.44604,1.05682,0.98814,0.99185,0.99413,0.74287,1.02643,0.37536,1.06083,0.00922942,0.00922942,0.00922942
56,6676.04,1.00929,0.44511,1.06193,0.98757,0.99036,0.99428,0.73811,1.03409,0.37745,1.06938,0.00920142,0.00920142,0.00920142
57,6796.56,0.99997,0.44208,1.05001,0.98851,0.99333,0.99353,0.73823,1.03659,0.37198,1.0554,0.00917296,0.00917296,0.00917296
58,6916.83,0.99891,0.4367,1.05029,0.98889,0.98888,0.99402,0.74934,1.03143,0.37112,1.05754,0.00914405,0.00914405,0.00914405
59,7036.86,1.00731,0.43788,1.05372,0.98897,0.99185,0.99465,0.75288,1.0259,0.36477,1.06285,0.00911469,0.00911469,0.00911469
60,7155.55,0.98864,0.43077,1.04899,0.98661,0.99185,0.99404,0.74566,1.02599,0.37719,1.06596,0.00908488,0.00908488,0.00908488
61,7274.35,0.9948,0.43658,1.05542,0.98882,0.9911,0.99438,0.73002,1.03206,0.37519,1.07388,0.00905463,0.00905463,0.00905463
62,7393.65,0.99789,0.4327,1.04927,0.98456,0.9924,0.994,0.74197,1.03205,0.3691,1.05844,0.00902395,0.00902395,0.00902395
63,7513.55,0.98299,0.42928,1.04493,0.98573,0.99259,0.9938,0.73889,1.02861,0.36958,1.05692,0.00899282,0.00899282,0.00899282
64,7633.25,0.991,0.43529,1.0526,0.98915,0.99036,0.99305,0.73489,1.03232,0.37783,1.06802,0.00896127,0.00896127,0.00896127
65,7752.41,0.98437,0.42694,1.04447,0.98925,0.99036,0.99419,0.73909,1.02203,0.36672,1.05494,0.00892928,0.00892928,0.00892928
66,7871.6,0.991,0.42727,1.04031,0.98885,0.9911,0.99438,0.73748,1.02962,0.36492,1.05222,0.00889687,0.00889687,0.00889687
67,7991.5,0.98039,0.42457,1.03988,0.98898,0.99481,0.99446,0.74009,1.03904,0.36641,1.06098,0.00886404,0.00886404,0.00886404
68,8111.51,0.99017,0.42686,1.03853,0.98815,0.98878,0.99387,0.74718,1.02906,0.36185,1.063,0.00883079,0.00883079,0.00883079
69,8231.83,0.99291,0.42892,1.04458,0.98913,0.98962,0.99356,0.74815,1.03081,0.35731,1.05877,0.00879713,0.00879713,0.00879713
70,8352.14,0.98444,0.42399,1.04559,0.98975,0.9911,0.99385,0.7472,1.02428,0.35912,1.05923,0.00876305,0.00876305,0.00876305
71,8471.87,0.98578,0.42583,1.05004,0.99104,0.98962,0.99397,0.74012,1.01824,0.35599,1.06392,0.00872857,0.00872857,0.00872857
72,8590.58,0.98443,0.42844,1.04587,0.9909,0.9911,0.99421,0.7441,1.01793,0.35988,1.05525,0.00869368,0.00869368,0.00869368
73,8711.77,0.9818,0.42035,1.04226,0.99038,0.99202,0.9944,0.74046,1.02557,0.35463,1.05347,0.00865839,0.00865839,0.00865839
74,8832.64,0.98639,0.42804,1.04769,0.98811,0.99036,0.99413,0.73377,1.01935,0.35679,1.0581,0.00862271,0.00862271,0.00862271
