epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,6037.09,1.01449,0.44532,1.06024,0.98743,0.98961,0.99436,0.74229,1.03876,0.38054,1.07992,0.00787503,0.00787503,0.00787503
48,6166.26,1.01564,0.44159,1.0597,0.99141,0.99036,0.99405,0.73489,1.03783,0.37608,1.08011,0.00778929,0.00778929,0.00778929
49,6296.82,1.00393,0.43681,1.05,0.99109,0.98971,0.99437,0.72892,1.03529,0.38263,1.07778,0.00770234,0.00770234,0.00770234
50,6426.37,0.99836,0.43272,1.0473,0.98815,0.98911,0.99458,0.74288,1.03142,0.37125,1.06453,0.00761423,0.00761423,0.00761423
51,6555.82,1.00398,0.43384,1.05347,0.99034,0.98797,0.99437,0.74611,1.04427,0.37486,1.08029,0.007525,0.007525,0.007525
52,6686.56,0.9887,0.43021,1.04213,0.98912,0.98666,0.99437,0.7425,1.03294,0.37109,1.06226,0.00743468,0.00743468,0.00743468
53,6815.43,0.99311,0.43725,1.0428,0.98368,0.98962,0.99359,0.73919,1.0332,0.37205,1.06616,0.00734332,0.00734332,0.00734332
54,6943.96,0.98861,0.42555,1.03931,0.98872,0.9874,0.99418,0.73394,1.03435,0.37427,1.06277,0.00725094,0.00725094,0.00725094
55,7073.23,0.99094,0.42736,1.0407,0.99033,0.98673,0.99454,0.7455,1.03342,0.36572,1.05861,0.00715761,0.00715761,0.00715761
56,7201.55,0.98552,0.42539,1.03846,0.99183,0.99035,0.99396,0.75115,1.02466,0.3595,1.05957,0.00706335,0.00706335,0.00706335
57,7332.84,0.97394,0.42076,1.03476,0.98744,0.9908,0.99479,0.74746,1.02808,0.36191,1.06141,0.0069682,0.0069682,0.0069682
58,7463.11,0.97256,0.41869,1.03014,0.99034,0.98833,0.99466,0.7518,1.02557,0.3676,1.05871,0.00687222,0.00687222,0.00687222
59,7593.19,0.97199,0.42337,1.02588,0.98603,0.98814,0.9939,0.74467,1.03065,0.36395,1.05772,0.00677543,0.00677543,0.00677543
60,7724.26,0.96665,0.41953,1.02707,0.98844,0.99259,0.99456,0.7461,1.03656,0.36154,1.05948,0.00667789,0.00667789,0.00667789
61,7855.25,0.96733,0.41254,1.02683,0.98755,0.9911,0.99458,0.74371,1.03445,0.35928,1.05961,0.00657963,0.00657963,0.00657963
62,7984.85,0.9594,0.40973,1.02349,0.99107,0.98779,0.99395,0.73312,1.02912,0.35749,1.06359,0.00648071,0.00648071,0.00648071
63,8115.68,0.95973,0.40719,1.02924,0.98959,0.9869,0.99372,0.74624,1.02681,0.35156,1.05574,0.00638115,0.00638115,0.00638115
64,8246.47,0.95997,0.40733,1.02901,0.99404,0.98864,0.99463,0.7398,1.02897,0.35492,1.05832,0.00628101,0.00628101,0.00628101
65,8376.56,0.95361,0.40474,1.02351,0.98814,0.98812,0.99401,0.74295,1.04265,0.35441,1.06304,0.00618034,0.00618034,0.00618034
66,8508.23,0.95055,0.40326,1.02048,0.98981,0.99036,0.99402,0.75011,1.03465,0.35505,1.06144,0.00607916,0.00607916,0.00607916
67,8639.26,0.9501,0.40315,1.02308,0.98743,0.99185,0.99347,0.74254,1.04199,0.35674,1.06289,0.00597754,0.00597754,0.00597754
68,8769.71,0.95069,0.40787,1.02641,0.99111,0.99137,0.99411,0.75082,1.02691,0.3544,1.05609,0.00587551,0.00587551,0.00587551
69,8900.1,0.95186,0.40039,1.0231,0.98817,0.99065,0.99401,0.74699,1.03849,0.35188,1.05702,0.00577311,0.00577311,0.00577311
70,9031.44,0.94225,0.40014,1.01376,0.98816,0.99026,0.99439,0.75213,1.02977,0.35058,1.05509,0.0056704,0.0056704,0.0056704
71,9161.82,0.94733,0.39977,1.02208,0.99169,0.98814,0.99343,0.75136,1.02939,0.34688,1.05792,0.00556742,0.00556742,0.00556742
72,9293.34,0.944,0.39552,1.01792,0.98959,0.98962,0.9939,0.75356,1.03337,0.34651,1.05771,0.00546421,0.00546421,0.00546421
73,9424.01,0.94044,0.39176,1.02042,0.99035,0.98859,0.99422,0.74871,1.03839,0.34339,1.06111,0.00536081,0.00536081,0.00536081
74,9555.21,0.93729,0.39063,1.01268,0.9918,0.98648,0.99392,0.75032,1.03587,0.34683,1.06339,0.00525728,0.00525728,0.00525728
75,9687.84,0.93131,0.3872,1.01873,0.99228,0.98666,0.99409,0.75221,1.04361,0.35039,1.06043,0.00515366,0.00515366,0.00515366
76,9817.85,0.93881,0.3891,1.01592,0.99021,0.98814,0.99396,0.75145,1.02962,0.34544,1.05292,0.00505,0.00505,0.00505
77,9949.21,0.92488,0.38584,1.01418,0.98963,0.99047,0.99373,0.7485,1.03712,0.3414,1.06292,0.00494634,0.00494634,0.00494634
78,10081.8,0.91563,0.38086,1.00759,0.99058,0.99036,0.99429,0.75418,1.02277,0.3386,1.05286,0.00484272,0.00484272,0.00484272
79,10212.6,0.91433,0.38119,1.00718,0.98657,0.99333,0.99365,0.74652,1.02999,0.3354,1.05592,0.00473919,0.00473919,0.00473919
80,10344.2,0.92026,0.38109,1.00858,0.99016,0.99185,0.99287,0.75029,1.02934,0.33893,1.05876,0.00463579,0.00463579,0.00463579
81,10476.3,0.91187,0.37751,1.00798,0.98912,0.99036,0.99307,0.7521,1.03222,0.34241,1.06048,0.00453258,0.00453258,0.00453258
82,10608.6,0.91535,0.38014,1.00586,0.98763,0.98888,0.99292,0.75303,1.03691,0.34096,1.05955,0.0044296,0.0044296,0.0044296
83,10738.6,0.91457,0.37671,1.00639,0.98381,0.99114,0.99342,0.75304,1.0292,0.33731,1.05485,0.00432689,0.00432689,0.00432689
84,10871.5,0.90266,0.37275,1.00416,0.98816,0.98958,0.99423,0.75117,1.03878,0.33797,1.06014,0.00422449,0.00422449,0.00422449
85,11002.7,0.89947,0.37098,1.00632,0.9907,0.98888,0.99403,0.75061,1.03616,0.33585,1.05943,0.00412246,0.00412246,0.00412246
86,11132.4,0.90737,0.36705,1.00868,0.98529,0.99321,0.99376,0.74854,1.03717,0.338,1.05978,0.00402084,0.00402084,0.00402084
87,11264.3,0.90421,0.36795,0.99966,0.9921,0.98666,0.99379,0.74909,1.03408,0.33584,1.05784,0.00391966,0.00391966,0.00391966
88,11396.3,0.89003,0.36478,0.99364,0.99158,0.98592,0.99434,0.74944,1.0325,0.33342,1.05768,0.00381899,0.00381899,0.00381899
89,11528.2,0.8971,0.36586,0.99738,0.98742,0.98909,0.99376,0.74302,1.03794,0.3334,1.05899,0.00371885,0.00371885,0.00371885
90,11659.6,0.88817,0.3626,0.9955,0.99105,0.98962,0.99315,0.74654,1.03069,0.33263,1.05465,0.00361929,0.00361929,0.00361929
91,11791.6,0.88594,0.36082,0.99522,0.99108,0.9889,0.99343,0.74872,1.03806,0.33378,1.06111,0.00352037,0.00352037,0.00352037
92,11922.4,0.87994,0.36236,0.99263,0.99035,0.98856,0.99417,0.74941,1.03795,0.3353,1.05795,0.00342211,0.00342211,0.00342211
93,12055.3,0.88255,0.35996,0.99803,0.99184,0.99073,0.99324,0.75018,1.03284,0.33064,1.05814,0.00332457,0.00332457,0.00332457
