epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2301.55,1.08884,0.52142,1.08389,0.97857,0.98115,0.99315,0.72416,1.08075,0.44786,1.08931,0.00965239,0.00965239,0.00965239
20,2422.04,1.09295,0.51833,1.09599,0.98361,0.97787,0.99318,0.71993,1.07149,0.46515,1.09269,0.00961322,0.00961322,0.00961322
21,2541.83,1.0927,0.51938,1.08663,0.98218,0.97995,0.9937,0.72664,1.03838,0.43199,1.0761,0.00957205,0.00957205,0.00957205
22,2662.57,1.07835,0.50502,1.08619,0.98699,0.98667,0.9943,0.7199,1.07306,0.44475,1.08976,0.00952889,0.00952889,0.00952889
23,2784.48,1.07501,0.51001,1.08618,0.98793,0.97778,0.99418,0.71688,1.06835,0.43811,1.09075,0.00948377,0.00948377,0.00948377
24,2905.58,1.07696,0.50875,1.08897,0.98523,0.98889,0.99375,0.73084,1.05315,0.42649,1.09203,0.00943671,0.00943671,0.00943671
25,3027.79,1.07203,0.49786,1.08373,0.98381,0.98593,0.99399,0.73211,1.04583,0.43086,1.08204,0.00938772,0.00938772,0.00938772
26,3148.53,1.05746,0.49829,1.08444,0.98654,0.97729,0.99386,0.72085,1.05815,0.42906,1.0954,0.00933683,0.00933683,0.00933683
27,3270,1.05573,0.49098,1.07412,0.98458,0.98148,0.99417,0.72506,1.05344,0.41629,1.08827,0.00928405,0.00928405,0.00928405
28,3392.53,1.07431,0.49346,1.09261,0.98507,0.97772,0.99319,0.72712,1.08976,0.42635,1.1011,0.00922942,0.00922942,0.00922942
29,3523.15,1.06472,0.49204,1.08362,0.98801,0.977,0.99392,0.73068,1.05611,0.42005,1.08998,0.00917296,0.00917296,0.00917296
30,3651.86,1.06375,0.48925,1.08054,0.98257,0.97704,0.99398,0.73957,1.0426,0.41133,1.08243,0.00911469,0.00911469,0.00911469
31,3773.48,1.05715,0.48439,1.07796,0.98563,0.98222,0.99361,0.71936,1.06559,0.41735,1.09678,0.00905463,0.00905463,0.00905463
32,3895.19,1.05369,0.48402,1.07791,0.97815,0.99481,0.99411,0.72721,1.04477,0.42295,1.09285,0.00899282,0.00899282,0.00899282
33,4016.11,1.05191,0.4812,1.0732,0.98866,0.97926,0.9942,0.73274,1.05167,0.41123,1.08023,0.00892928,0.00892928,0.00892928
34,4137.24,1.04243,0.47339,1.06518,0.98616,0.97185,0.99148,0.72962,1.04592,0.42744,1.08228,0.00886404,0.00886404,0.00886404
35,4258.7,1.03627,0.46651,1.06559,0.97938,0.98593,0.99331,0.74185,1.02965,0.40625,1.07151,0.00879713,0.00879713,0.00879713
36,4378.84,1.03644,0.46975,1.05972,0.98448,0.98666,0.99422,0.74337,1.03066,0.40164,1.07286,0.00872857,0.00872857,0.00872857
37,4500.03,1.0335,0.46384,1.05861,0.98698,0.98815,0.99371,0.73675,1.03457,0.39197,1.06788,0.00865839,0.00865839,0.00865839
38,4621.32,1.0377,0.46162,1.06374,0.98516,0.98374,0.99358,0.74235,1.04103,0.39344,1.07498,0.00858664,0.00858664,0.00858664
39,4742.67,1.03609,0.46398,1.0627,0.98298,0.9837,0.99401,0.73296,1.04352,0.3942,1.07501,0.00851333,0.00851333,0.00851333
40,4863.16,1.02617,0.45417,1.05619,0.99037,0.99029,0.99466,0.74322,1.02707,0.39489,1.06429,0.00843851,0.00843851,0.00843851
41,4985.32,1.0212,0.45443,1.05439,0.98657,0.99037,0.99429,0.74783,1.04227,0.39155,1.07351,0.0083622,0.0083622,0.0083622
42,5106.9,1.02222,0.45475,1.05226,0.98881,0.98228,0.99454,0.74914,1.02685,0.38817,1.0627,0.00828443,0.00828443,0.00828443
43,5227.8,1.01869,0.45502,1.05126,0.99033,0.9857,0.99433,0.73407,1.02632,0.39258,1.06615,0.00820525,0.00820525,0.00820525
44,5349.89,1.02017,0.45101,1.05267,0.98377,0.98777,0.99427,0.74678,1.02578,0.38309,1.0646,0.00812468,0.00812468,0.00812468
45,5473.35,1.0094,0.44091,1.04298,0.99053,0.9837,0.99454,0.73562,1.02739,0.37774,1.06521,0.00804277,0.00804277,0.00804277
46,5595.97,1.02273,0.45167,1.05507,0.9896,0.98718,0.99461,0.73735,1.0302,0.39497,1.07172,0.00795954,0.00795954,0.00795954
47,5718.13,1.01519,0.44536,1.04943,0.98367,0.98191,0.99432,0.74211,1.02714,0.38749,1.06804,0.00787503,0.00787503,0.00787503
48,5840.23,1.0181,0.43947,1.05183,0.98487,0.98222,0.99366,0.74881,1.03208,0.37741,1.06817,0.00778929,0.00778929,0.00778929
49,5961.33,1.00873,0.44153,1.04603,0.98416,0.98667,0.99412,0.73934,1.03111,0.37946,1.06821,0.00770234,0.00770234,0.00770234
50,6084.08,1.00459,0.43922,1.05032,0.98816,0.9894,0.9945,0.74363,1.02832,0.38209,1.07171,0.00761423,0.00761423,0.00761423
51,6206.24,1.01473,0.44253,1.05379,0.98524,0.98865,0.99455,0.74363,1.02324,0.37815,1.06681,0.007525,0.007525,0.007525
52,6328.88,1.00408,0.43435,1.04427,0.98818,0.98519,0.99436,0.75054,1.01416,0.37225,1.05292,0.00743468,0.00743468,0.00743468
53,6451.89,1.0028,0.43572,1.03798,0.98841,0.98593,0.99349,0.74858,1.01364,0.37617,1.05452,0.00734332,0.00734332,0.00734332
54,6574.51,0.9984,0.43683,1.04071,0.98468,0.99259,0.99441,0.74854,1.01387,0.3726,1.06246,0.00725094,0.00725094,0.00725094
55,6698.35,0.98951,0.43019,1.0425,0.98667,0.98657,0.99446,0.74673,1.01687,0.36693,1.06319,0.00715761,0.00715761,0.00715761
56,6820.55,0.99716,0.42881,1.04262,0.98435,0.99037,0.99435,0.74662,1.0225,0.37185,1.06468,0.00706335,0.00706335,0.00706335
57,6943.02,0.99059,0.42728,1.03607,0.9876,0.9837,0.99452,0.75104,1.01706,0.36975,1.05828,0.0069682,0.0069682,0.0069682
58,7066.83,0.98772,0.42195,1.03843,0.98666,0.9862,0.99432,0.75265,1.01619,0.36917,1.05826,0.00687222,0.00687222,0.00687222
59,7190.18,0.98951,0.4269,1.04148,0.98963,0.98939,0.99446,0.74708,1.00698,0.35975,1.05924,0.00677543,0.00677543,0.00677543
60,7313.92,0.9728,0.4154,1.03321,0.99034,0.98772,0.99461,0.7476,1.01717,0.37123,1.06316,0.00667789,0.00667789,0.00667789
61,7437.52,0.97968,0.42432,1.03705,0.98997,0.98963,0.99478,0.75617,1.00705,0.36587,1.05647,0.00657963,0.00657963,0.00657963
62,7560.88,0.97492,0.41658,1.03555,0.9896,0.98702,0.99436,0.74204,1.01478,0.36134,1.06152,0.00648071,0.00648071,0.00648071
63,7683.15,0.9706,0.41513,1.03863,0.99115,0.99037,0.99482,0.74752,1.01019,0.35646,1.06353,0.00638115,0.00638115,0.00638115
64,7805.35,0.97662,0.41334,1.03396,0.98457,0.99243,0.99459,0.75567,1.00254,0.35863,1.05275,0.00628101,0.00628101,0.00628101
65,7928.13,0.95919,0.40427,1.02656,0.99107,0.98601,0.99483,0.75679,1.01074,0.35334,1.05943,0.00618034,0.00618034,0.00618034
66,8052.42,0.96179,0.40791,1.02909,0.98911,0.99185,0.99438,0.75357,1.01049,0.34912,1.05393,0.00607916,0.00607916,0.00607916
67,8176.7,0.95919,0.40255,1.03042,0.98817,0.98976,0.99475,0.74916,1.0121,0.35239,1.0577,0.00597754,0.00597754,0.00597754
68,8300.3,0.96147,0.40776,1.02632,0.98313,0.99273,0.99409,0.74499,1.0104,0.35307,1.05658,0.00587551,0.00587551,0.00587551
69,8425.56,0.96901,0.40873,1.0297,0.98522,0.98774,0.99452,0.73712,1.00847,0.35478,1.05112,0.00577311,0.00577311,0.00577311
70,8550.03,0.95581,0.40387,1.02614,0.98886,0.98598,0.99432,0.75049,1.01291,0.3535,1.0579,0.0056704,0.0056704,0.0056704
71,8672.36,0.95558,0.4034,1.01844,0.98951,0.99037,0.99469,0.74482,1.01153,0.3453,1.04811,0.00556742,0.00556742,0.00556742
72,8795.27,0.95084,0.40085,1.01656,0.99037,0.99006,0.99419,0.74734,1.01141,0.34885,1.05092,0.00546421,0.00546421,0.00546421
73,8918.88,0.94451,0.39673,1.0192,0.98817,0.99034,0.99377,0.75494,1.01977,0.34502,1.05519,0.00536081,0.00536081,0.00536081
74,9042.83,0.94141,0.39282,1.01542,0.98979,0.98444,0.99353,0.74678,1.0127,0.34467,1.05586,0.00525728,0.00525728,0.00525728
75,9163.55,0.94337,0.39326,1.01905,0.98392,0.98741,0.99414,0.75051,1.01358,0.33939,1.05692,0.00515366,0.00515366,0.00515366
76,9276.68,0.94408,0.39644,1.0197,0.99162,0.98815,0.99447,0.7569,1.00846,0.34147,1.05292,0.00505,0.00505,0.00505
77,9390.47,0.93982,0.38799,1.01392,0.99134,0.98667,0.99406,0.75379,1.01687,0.34743,1.05746,0.00494634,0.00494634,0.00494634
78,9516.36,0.9261,0.38677,1.0142,0.9896,0.98815,0.994,0.74907,1.01448,0.3449,1.05719,0.00484272,0.00484272,0.00484272
79,9641.79,0.93152,0.3882,1.01152,0.9898,0.98741,0.99408,0.75295,1.01091,0.33918,1.05272,0.00473919,0.00473919,0.00473919
80,9766.12,0.92822,0.38301,1.00933,0.99117,0.98667,0.99455,0.75954,1.00161,0.33494,1.04721,0.00463579,0.00463579,0.00463579
81,9891.29,0.91603,0.38097,1.00948,0.98995,0.98667,0.99445,0.75163,1.0124,0.34182,1.06162,0.00453258,0.00453258,0.00453258
82,10015.9,0.90748,0.38048,1.00577,0.98872,0.99037,0.99452,0.75409,1.01216,0.34009,1.05392,0.0044296,0.0044296,0.0044296
83,10141,0.90721,0.3759,1.00338,0.98881,0.98815,0.99389,0.75897,1.00485,0.33442,1.0477,0.00432689,0.00432689,0.00432689
84,10266.3,0.91405,0.3766,1.00616,0.98998,0.99037,0.99426,0.74923,1.00397,0.33258,1.04538,0.00422449,0.00422449,0.00422449
85,10390.4,0.91521,0.3762,1.01,0.98983,0.99111,0.99419,0.75409,1.01097,0.33224,1.05155,0.00412246,0.00412246,0.00412246
86,10515.7,0.90809,0.37045,1.00632,0.99022,0.98815,0.99456,0.75865,0.99879,0.33396,1.04785,0.00402084,0.00402084,0.00402084
87,10640.8,0.90943,0.37763,1.00277,0.99063,0.98963,0.99404,0.75521,1.01202,0.33837,1.05336,0.00391966,0.00391966,0.00391966
88,10767.5,0.89882,0.36712,0.99895,0.99332,0.99088,0.99454,0.75715,1.01289,0.32894,1.0532,0.00381899,0.00381899,0.00381899
89,10892.6,0.90583,0.37065,1.0019,0.99072,0.99111,0.9948,0.75654,1.01861,0.33563,1.05865,0.00371885,0.00371885,0.00371885
90,11018.1,0.88692,0.3642,0.9968,0.99108,0.98778,0.99423,0.75519,1.01537,0.33227,1.05596,0.00361929,0.00361929,0.00361929
91,11143.3,0.89562,0.36917,0.99301,0.98658,0.99407,0.99462,0.7564,1.01163,0.3307,1.05679,0.00352037,0.00352037,0.00352037
92,11269.5,0.88221,0.36207,0.99782,0.99135,0.98667,0.99431,0.7551,1.01081,0.32959,1.05549,0.00342211,0.00342211,0.00342211
93,11394.5,0.87687,0.35574,0.99513,0.9881,0.99111,0.99425,0.75436,1.01403,0.33136,1.05981,0.00332457,0.00332457,0.00332457
94,11520.9,0.87603,0.35399,0.99196,0.9925,0.98741,0.99432,0.75375,1.01703,0.32836,1.06233,0.00322778,0.00322778,0.00322778
95,11647.2,0.87695,0.3523,0.99252,0.9918,0.98584,0.99469,0.7559,1.01565,0.32743,1.05832,0.0031318,0.0031318,0.0031318
